Cshunt,Ls2,W,Cs,Lp,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
1e-13,1.5e-10,1.8e-05,5.4e-13,2.8e-10,0.02795,-11.22,-7.594,9.151,45.68,30.82,10.14
1e-13,1.5e-10,1.8e-05,5.4e-13,3e-10,0.02795,-11.63,-7.036,8.993,44.85,30.04,10.1
1e-13,1.5e-10,1.8e-05,5.6e-13,2e-10,0.02795,-8.556,-10.86,9.905,46.23,31.98,10.19
1e-13,1.5e-10,1.8e-05,5.6e-13,1e-10,0.02795,-4.537,-3.035,8.478,21.82,14.32,8.338
1e-13,1.5e-10,1.8e-05,5.6e-13,1.2e-10,0.02795,-5.032,-5.003,9.574,29.63,20.78,9.216
1e-13,1.5e-10,1.8e-05,5.6e-13,1.4e-10,0.02795,-5.795,-7.363,10.05,36.26,25.96,9.701
1e-13,1.5e-10,1.8e-05,5.6e-13,1.6e-10,0.02795,-6.706,-9.612,10.15,41.2,29.38,9.971
1e-13,1.5e-10,1.8e-05,5.6e-13,1.8e-10,0.02795,-7.652,-10.9,10.07,44.44,31.02,10.12
1e-13,1.5e-10,1.8e-05,5.6e-13,2.2e-10,0.02795,-9.375,-10.08,9.715,46.95,32.31,10.21
1e-13,1.5e-10,1.8e-05,5.6e-13,2.4e-10,0.02795,-10.09,-9.165,9.522,46.93,32.09,10.2
1e-13,1.5e-10,1.8e-05,5.6e-13,2.6e-10,0.02795,-10.69,-8.34,9.337,46.46,31.55,10.17
1e-13,1.5e-10,1.8e-05,5.6e-13,2.8e-10,0.02795,-11.2,-7.651,9.164,45.73,30.84,10.14
1e-13,1.5e-10,1.8e-05,5.6e-13,3e-10,0.02795,-11.62,-7.085,9.006,44.91,30.07,10.09
1e-13,1.5e-10,1.8e-05,5.8e-13,2e-10,0.02795,-8.527,-10.94,9.916,46.2,31.94,10.18
1e-13,1.5e-10,1.8e-05,5.8e-13,1e-10,0.02795,-4.526,-3.016,8.465,21.71,14.23,8.32
1e-13,1.5e-10,1.8e-05,5.8e-13,1.2e-10,0.02795,-5.015,-4.975,9.569,29.5,20.68,9.201
1e-13,1.5e-10,1.8e-05,5.8e-13,1.4e-10,0.02795,-5.771,-7.336,10.05,36.14,25.87,9.689
1e-13,1.5e-10,1.8e-05,5.8e-13,1.6e-10,0.02795,-6.677,-9.608,10.16,41.1,29.31,9.961
1e-13,1.5e-10,1.8e-05,5.8e-13,1.8e-10,0.02795,-7.622,-10.94,10.08,44.37,30.98,10.11
1e-13,1.5e-10,1.8e-05,5.8e-13,2.2e-10,0.02795,-9.348,-10.16,9.727,46.95,32.29,10.2
1e-13,1.5e-10,1.8e-05,5.8e-13,2.4e-10,0.02795,-10.07,-9.237,9.534,46.95,32.09,10.19
1e-13,1.5e-10,1.8e-05,5.8e-13,2.6e-10,0.02795,-10.68,-8.402,9.349,46.49,31.56,10.17
1e-13,1.5e-10,1.8e-05,5.8e-13,2.8e-10,0.02795,-11.19,-7.705,9.177,45.78,30.86,10.13
1e-13,1.5e-10,1.8e-05,5.8e-13,3e-10,0.02795,-11.61,-7.132,9.018,44.96,30.09,10.09
1e-13,1.5e-10,1.8e-05,6.2e-13,2e-10,0.02795,-8.474,-11.08,9.936,46.14,31.87,10.17
1e-13,1.5e-10,1.8e-05,6.2e-13,1e-10,0.02795,-4.506,-2.981,8.44,21.51,14.07,8.287
1e-13,1.5e-10,1.8e-05,6.2e-13,1.2e-10,0.02795,-4.983,-4.926,9.56,29.27,20.5,9.173
1e-13,1.5e-10,1.8e-05,6.2e-13,1.4e-10,0.02795,-5.727,-7.287,10.05,35.92,25.7,9.666
1e-13,1.5e-10,1.8e-05,6.2e-13,1.6e-10,0.02795,-6.626,-9.601,10.17,40.93,29.19,9.942
1e-13,1.5e-10,1.8e-05,6.2e-13,1.8e-10,0.02795,-7.568,-11.02,10.1,44.25,30.91,10.09
1e-13,1.5e-10,1.8e-05,6.2e-13,2.2e-10,0.02795,-9.3,-10.31,9.748,46.94,32.26,10.19
1e-13,1.5e-10,1.8e-05,6.2e-13,2.4e-10,0.02795,-10.02,-9.369,9.556,46.99,32.09,10.18
1e-13,1.5e-10,1.8e-05,6.2e-13,2.6e-10,0.02795,-10.64,-8.516,9.371,46.55,31.58,10.16
1e-13,1.5e-10,1.8e-05,6.2e-13,2.8e-10,0.02795,-11.16,-7.802,9.198,45.86,30.89,10.13
1e-13,1.5e-10,1.8e-05,6.2e-13,3e-10,0.02795,-11.59,-7.217,9.039,45.04,30.13,10.08
1e-13,1.5e-10,1.8e-05,6.4e-13,2e-10,0.02795,-8.451,-11.14,9.945,46.12,31.83,10.16
1e-13,1.5e-10,1.8e-05,6.4e-13,1e-10,0.02795,-4.497,-2.966,8.43,21.42,14.0,8.272
1e-13,1.5e-10,1.8e-05,6.4e-13,1.2e-10,0.02795,-4.968,-4.903,9.556,29.17,20.42,9.161
1e-13,1.5e-10,1.8e-05,6.4e-13,1.4e-10,0.02795,-5.708,-7.265,10.05,35.82,25.63,9.656
1e-13,1.5e-10,1.8e-05,6.4e-13,1.6e-10,0.02795,-6.603,-9.597,10.18,40.85,29.13,9.933
1e-13,1.5e-10,1.8e-05,6.4e-13,1.8e-10,0.02795,-7.544,-11.06,10.1,44.2,30.88,10.08
1e-13,1.5e-10,1.8e-05,6.4e-13,2.2e-10,0.02795,-9.278,-10.38,9.758,46.94,32.24,10.19
1e-13,1.5e-10,1.8e-05,6.4e-13,2.4e-10,0.02795,-10.01,-9.429,9.566,47.0,32.08,10.18
1e-13,1.5e-10,1.8e-05,6.4e-13,2.6e-10,0.02795,-10.63,-8.568,9.381,46.58,31.58,10.16
1e-13,1.5e-10,1.8e-05,6.4e-13,2.8e-10,0.02795,-11.15,-7.847,9.208,45.89,30.9,10.12
1e-13,1.5e-10,1.8e-05,6.4e-13,3e-10,0.02795,-11.59,-7.255,9.049,45.08,30.14,10.08
1e-13,1.5e-10,1.8e-05,6.6e-13,2e-10,0.02795,-8.428,-11.2,9.954,46.09,31.8,10.15
1e-13,1.5e-10,1.8e-05,6.6e-13,1e-10,0.02795,-4.489,-2.951,8.419,21.33,13.93,8.258
1e-13,1.5e-10,1.8e-05,6.6e-13,1.2e-10,0.02795,-4.955,-4.883,9.552,29.07,20.34,9.149
1e-13,1.5e-10,1.8e-05,6.6e-13,1.4e-10,0.02795,-5.689,-7.244,10.06,35.73,25.56,9.646
1e-13,1.5e-10,1.8e-05,6.6e-13,1.6e-10,0.02795,-6.582,-9.594,10.18,40.77,29.08,9.925
1e-13,1.5e-10,1.8e-05,6.6e-13,1.8e-10,0.02795,-7.521,-11.09,10.11,44.15,30.85,10.08
1e-13,1.5e-10,1.8e-05,6.6e-13,2.2e-10,0.02795,-9.258,-10.44,9.767,46.94,32.22,10.18
1e-13,1.5e-10,1.8e-05,6.6e-13,2.4e-10,0.02795,-9.989,-9.487,9.575,47.01,32.08,10.18
1e-13,1.5e-10,1.8e-05,6.6e-13,2.6e-10,0.02795,-10.62,-8.617,9.39,46.6,31.59,10.15
1e-13,1.5e-10,1.8e-05,6.6e-13,2.8e-10,0.02795,-11.14,-7.888,9.217,45.92,30.91,10.12
1e-13,1.5e-10,1.8e-05,6.6e-13,3e-10,0.02795,-11.58,-7.291,9.057,45.12,30.16,10.08
1e-13,1.5e-10,1.8e-05,6.8e-13,2e-10,0.02795,-8.408,-11.26,9.962,46.07,31.77,10.15
1e-13,1.5e-10,1.8e-05,6.8e-13,1e-10,0.02795,-4.481,-2.938,8.41,21.26,13.87,8.245
1e-13,1.5e-10,1.8e-05,6.8e-13,1.2e-10,0.02795,-4.942,-4.863,9.549,28.98,20.27,9.138
1e-13,1.5e-10,1.8e-05,6.8e-13,1.4e-10,0.02795,-5.672,-7.224,10.06,35.64,25.49,9.636
1e-13,1.5e-10,1.8e-05,6.8e-13,1.6e-10,0.02795,-6.561,-9.59,10.19,40.7,29.03,9.917
1e-13,1.5e-10,1.8e-05,6.8e-13,1.8e-10,0.02795,-7.5,-11.12,10.12,44.1,30.82,10.07
1e-13,1.5e-10,1.8e-05,6.8e-13,2.2e-10,0.02795,-9.239,-10.5,9.775,46.93,32.21,10.18
1e-13,1.5e-10,1.8e-05,6.8e-13,2.4e-10,0.02795,-9.972,-9.541,9.583,47.03,32.08,10.17
1e-13,1.5e-10,1.8e-05,6.8e-13,2.6e-10,0.02795,-10.6,-8.663,9.398,46.63,31.59,10.15
1e-13,1.5e-10,1.8e-05,6.8e-13,2.8e-10,0.02795,-11.13,-7.928,9.225,45.95,30.92,10.12
1e-13,1.5e-10,1.8e-05,6.8e-13,3e-10,0.02795,-11.58,-7.325,9.066,45.15,30.17,10.08
1e-13,1.5e-10,1.8e-05,7e-13,2e-10,0.02795,-8.388,-11.31,9.969,46.04,31.74,10.14
1e-13,1.5e-10,1.8e-05,7e-13,1e-10,0.02795,-4.474,-2.925,8.4,21.18,13.81,8.232
1e-13,1.5e-10,1.8e-05,7e-13,1.2e-10,0.02795,-4.93,-4.845,9.546,28.9,20.2,9.127
1e-13,1.5e-10,1.8e-05,7e-13,1.4e-10,0.02795,-5.656,-7.206,10.06,35.56,25.43,9.627
1e-13,1.5e-10,1.8e-05,7e-13,1.6e-10,0.02795,-6.542,-9.587,10.19,40.63,28.98,9.91
1e-13,1.5e-10,1.8e-05,7e-13,1.8e-10,0.02795,-7.48,-11.15,10.12,44.05,30.79,10.06
1e-13,1.5e-10,1.8e-05,7e-13,2.2e-10,0.02795,-9.221,-10.56,9.783,46.93,32.19,10.17
1e-13,1.5e-10,1.8e-05,7e-13,2.4e-10,0.02795,-9.957,-9.593,9.591,47.04,32.07,10.17
1e-13,1.5e-10,1.8e-05,7e-13,2.6e-10,0.02795,-10.59,-8.707,9.406,46.65,31.59,10.15
1e-13,1.5e-10,1.8e-05,7e-13,2.8e-10,0.02795,-11.13,-7.965,9.233,45.98,30.93,10.11
1e-13,1.5e-10,1.8e-05,7e-13,3e-10,0.02795,-11.57,-7.357,9.073,45.18,30.18,10.07
1e-13,1.5e-10,1.9e-05,6e-13,2e-10,0.0295,-9.826,-12.64,9.413,46.45,31.67,10.32
1e-13,1.5e-10,1.9e-05,6e-13,1e-10,0.0295,-5.465,-3.424,7.953,22.38,14.03,8.571
1e-13,1.5e-10,1.9e-05,6e-13,1.2e-10,0.0295,-6.029,-5.676,9.019,30.39,20.04,9.42
1e-13,1.5e-10,1.9e-05,6e-13,1.4e-10,0.0295,-6.862,-8.475,9.491,37.12,25.09,9.888
1e-13,1.5e-10,1.9e-05,6e-13,1.6e-10,0.0295,-7.841,-11.32,9.611,42.0,28.67,10.14
1e-13,1.5e-10,1.9e-05,6e-13,1.8e-10,0.0295,-8.853,-12.96,9.552,44.99,30.76,10.27
1e-13,1.5e-10,1.9e-05,6e-13,2.2e-10,0.0295,-10.72,-11.4,9.243,46.79,31.73,10.33
1e-13,1.5e-10,1.9e-05,6e-13,2.4e-10,0.0295,-11.51,-10.16,9.067,46.41,31.26,10.31
1e-13,1.5e-10,1.9e-05,6e-13,2.6e-10,0.0295,-12.19,-9.136,8.896,45.64,30.51,10.27
1e-13,1.5e-10,1.9e-05,6e-13,2.8e-10,0.0295,-12.78,-8.319,8.735,44.7,29.65,10.26
1e-13,1.5e-10,1.9e-05,6e-13,3e-10,0.0295,-13.27,-7.667,8.587,43.73,28.78,10.26
1e-13,1.5e-10,1.9e-05,5e-13,2e-10,0.0295,-10.0,-12.1,9.361,46.54,31.82,10.36
1e-13,1.5e-10,1.9e-05,5e-13,1e-10,0.0295,-5.531,-3.546,8.027,23.0,14.5,8.668
1e-13,1.5e-10,1.9e-05,5e-13,1.2e-10,0.0295,-6.135,-5.854,9.05,31.09,20.56,9.5
1e-13,1.5e-10,1.9e-05,5e-13,1.4e-10,0.0295,-7.004,-8.658,9.485,37.76,25.65,9.953
1e-13,1.5e-10,1.9e-05,5e-13,1.6e-10,0.0295,-8.007,-11.33,9.581,42.47,29.12,10.19
1e-13,1.5e-10,1.9e-05,5e-13,1.8e-10,0.0295,-9.031,-12.61,9.509,45.27,31.06,10.31
1e-13,1.5e-10,1.9e-05,5e-13,2.2e-10,0.0295,-10.88,-10.89,9.187,46.73,31.77,10.36
1e-13,1.5e-10,1.9e-05,5e-13,2.4e-10,0.0295,-11.65,-9.735,9.008,46.25,31.22,10.33
1e-13,1.5e-10,1.9e-05,5e-13,2.6e-10,0.0295,-12.31,-8.781,8.837,45.43,30.43,10.3
1e-13,1.5e-10,1.9e-05,5e-13,2.8e-10,0.0295,-12.87,-8.02,8.676,44.46,29.55,10.3
1e-13,1.5e-10,1.9e-05,5e-13,3e-10,0.0295,-13.34,-7.41,8.529,43.47,28.67,10.3
1e-13,1.5e-10,1.9e-05,5.2e-13,2e-10,0.0295,-9.96,-12.22,9.373,46.53,31.79,10.35
1e-13,1.5e-10,1.9e-05,5.2e-13,1e-10,0.0295,-5.516,-3.517,8.01,22.86,14.39,8.646
1e-13,1.5e-10,1.9e-05,5.2e-13,1.2e-10,0.0295,-6.11,-5.813,9.043,30.92,20.44,9.482
1e-13,1.5e-10,1.9e-05,5.2e-13,1.4e-10,0.0295,-6.971,-8.616,9.487,37.62,25.52,9.938
1e-13,1.5e-10,1.9e-05,5.2e-13,1.6e-10,0.0295,-7.968,-11.33,9.588,42.37,29.02,10.18
1e-13,1.5e-10,1.9e-05,5.2e-13,1.8e-10,0.0295,-8.989,-12.69,9.519,45.21,30.99,10.3
1e-13,1.5e-10,1.9e-05,5.2e-13,2.2e-10,0.0295,-10.84,-11.01,9.2,46.75,31.76,10.35
1e-13,1.5e-10,1.9e-05,5.2e-13,2.4e-10,0.0295,-11.62,-9.832,9.022,46.29,31.24,10.33
1e-13,1.5e-10,1.9e-05,5.2e-13,2.6e-10,0.0295,-12.29,-8.862,8.85,45.48,30.46,10.29
1e-13,1.5e-10,1.9e-05,5.2e-13,2.8e-10,0.0295,-12.85,-8.088,8.69,44.52,29.58,10.29
1e-13,1.5e-10,1.9e-05,5.2e-13,3e-10,0.0295,-13.32,-7.469,8.543,43.53,28.7,10.29
1e-13,1.5e-10,1.9e-05,5.4e-13,2e-10,0.0295,-9.923,-12.33,9.385,46.51,31.76,10.34
1e-13,1.5e-10,1.9e-05,5.4e-13,1e-10,0.0295,-5.502,-3.491,7.994,22.72,14.29,8.625
1e-13,1.5e-10,1.9e-05,5.4e-13,1.2e-10,0.0295,-6.087,-5.774,9.037,30.78,20.33,9.465
1e-13,1.5e-10,1.9e-05,5.4e-13,1.4e-10,0.0295,-6.941,-8.577,9.488,37.48,25.4,9.924
1e-13,1.5e-10,1.9e-05,5.4e-13,1.6e-10,0.0295,-7.933,-11.33,9.594,42.26,28.92,10.17
1e-13,1.5e-10,1.9e-05,5.4e-13,1.8e-10,0.0295,-8.951,-12.77,9.528,45.15,30.93,10.29
1e-13,1.5e-10,1.9e-05,5.4e-13,2.2e-10,0.0295,-10.81,-11.12,9.212,46.76,31.76,10.35
1e-13,1.5e-10,1.9e-05,5.4e-13,2.4e-10,0.0295,-11.59,-9.923,9.034,46.33,31.25,10.32
1e-13,1.5e-10,1.9e-05,5.4e-13,2.6e-10,0.0295,-12.26,-8.938,8.863,45.53,30.47,10.28
1e-13,1.5e-10,1.9e-05,5.4e-13,2.8e-10,0.0295,-12.83,-8.152,8.703,44.57,29.6,10.28
1e-13,1.5e-10,1.9e-05,5.4e-13,3e-10,0.0295,-13.31,-7.524,8.555,43.59,28.73,10.28
1e-13,1.5e-10,1.9e-05,5.6e-13,2e-10,0.0295,-9.888,-12.44,9.395,46.49,31.73,10.34
1e-13,1.5e-10,1.9e-05,5.6e-13,1e-10,0.0295,-5.489,-3.467,7.979,22.6,14.19,8.606
1e-13,1.5e-10,1.9e-05,5.6e-13,1.2e-10,0.0295,-6.066,-5.739,9.03,30.64,20.23,9.449
1e-13,1.5e-10,1.9e-05,5.6e-13,1.4e-10,0.0295,-6.913,-8.54,9.489,37.35,25.29,9.911
1e-13,1.5e-10,1.9e-05,5.6e-13,1.6e-10,0.0295,-7.9,-11.33,9.6,42.17,28.83,10.16
1e-13,1.5e-10,1.9e-05,5.6e-13,1.8e-10,0.0295,-8.916,-12.83,9.537,45.1,30.87,10.29
1e-13,1.5e-10,1.9e-05,5.6e-13,2.2e-10,0.0295,-10.77,-11.22,9.223,46.77,31.75,10.34
1e-13,1.5e-10,1.9e-05,5.6e-13,2.4e-10,0.0295,-11.56,-10.01,9.046,46.36,31.25,10.32
1e-13,1.5e-10,1.9e-05,5.6e-13,2.6e-10,0.0295,-12.24,-9.008,8.875,45.57,30.49,10.28
1e-13,1.5e-10,1.9e-05,5.6e-13,2.8e-10,0.0295,-12.81,-8.211,8.715,44.62,29.62,10.28
1e-13,1.5e-10,1.9e-05,5.6e-13,3e-10,0.0295,-13.3,-7.575,8.567,43.64,28.75,10.27
1e-13,1.5e-10,1.9e-05,5.8e-13,2e-10,0.0295,-9.856,-12.54,9.405,46.47,31.7,10.33
1e-13,1.5e-10,1.9e-05,5.8e-13,1e-10,0.0295,-5.476,-3.445,7.966,22.49,14.11,8.588
1e-13,1.5e-10,1.9e-05,5.8e-13,1.2e-10,0.0295,-6.047,-5.706,9.025,30.51,20.13,9.434
1e-13,1.5e-10,1.9e-05,5.8e-13,1.4e-10,0.0295,-6.886,-8.506,9.49,37.24,25.18,9.899
1e-13,1.5e-10,1.9e-05,5.8e-13,1.6e-10,0.0295,-7.869,-11.32,9.606,42.08,28.75,10.15
1e-13,1.5e-10,1.9e-05,5.8e-13,1.8e-10,0.0295,-8.884,-12.9,9.545,45.04,30.82,10.28
1e-13,1.5e-10,1.9e-05,5.8e-13,2.2e-10,0.0295,-10.74,-11.31,9.234,46.78,31.74,10.33
1e-13,1.5e-10,1.9e-05,5.8e-13,2.4e-10,0.0295,-11.53,-10.09,9.057,46.38,31.26,10.31
1e-13,1.5e-10,1.9e-05,5.8e-13,2.6e-10,0.0295,-12.21,-9.074,8.886,45.61,30.5,10.27
1e-13,1.5e-10,1.9e-05,5.8e-13,2.8e-10,0.0295,-12.79,-8.267,8.726,44.67,29.64,10.27
1e-13,1.5e-10,1.9e-05,5.8e-13,3e-10,0.0295,-13.28,-7.623,8.578,43.69,28.77,10.27
1e-13,1.5e-10,1.9e-05,6.2e-13,2e-10,0.0295,-9.798,-12.73,9.422,46.44,31.64,10.32
1e-13,1.5e-10,1.9e-05,6.2e-13,1e-10,0.0295,-5.455,-3.405,7.941,22.29,13.95,8.556
1e-13,1.5e-10,1.9e-05,6.2e-13,1.2e-10,0.0295,-6.012,-5.648,9.014,30.28,19.96,9.407
1e-13,1.5e-10,1.9e-05,6.2e-13,1.4e-10,0.0295,-6.84,-8.445,9.491,37.02,24.99,9.877
1e-13,1.5e-10,1.9e-05,6.2e-13,1.6e-10,0.0295,-7.814,-11.31,9.616,41.92,28.59,10.13
1e-13,1.5e-10,1.9e-05,6.2e-13,1.8e-10,0.0295,-8.825,-13.02,9.559,44.95,30.71,10.26
1e-13,1.5e-10,1.9e-05,6.2e-13,2.2e-10,0.0295,-10.69,-11.49,9.252,46.8,31.72,10.32
1e-13,1.5e-10,1.9e-05,6.2e-13,2.4e-10,0.0295,-11.48,-10.23,9.076,46.43,31.26,10.3
1e-13,1.5e-10,1.9e-05,6.2e-13,2.6e-10,0.0295,-12.17,-9.195,8.905,45.67,30.52,10.26
1e-13,1.5e-10,1.9e-05,6.2e-13,2.8e-10,0.0295,-12.76,-8.368,8.745,44.74,29.67,10.25
1e-13,1.5e-10,1.9e-05,6.2e-13,3e-10,0.0295,-13.26,-7.709,8.597,43.76,28.8,10.25
1e-13,1.5e-10,1.9e-05,6.4e-13,2e-10,0.0295,-9.772,-12.81,9.429,46.42,31.61,10.31
1e-13,1.5e-10,1.9e-05,6.4e-13,1e-10,0.0295,-5.445,-3.387,7.93,22.19,13.88,8.541
1e-13,1.5e-10,1.9e-05,6.4e-13,1.2e-10,0.0295,-5.996,-5.621,9.01,30.17,19.88,9.395
1e-13,1.5e-10,1.9e-05,6.4e-13,1.4e-10,0.0295,-6.818,-8.418,9.492,36.92,24.91,9.866
1e-13,1.5e-10,1.9e-05,6.4e-13,1.6e-10,0.0295,-7.79,-11.31,9.62,41.84,28.52,10.12
1e-13,1.5e-10,1.9e-05,6.4e-13,1.8e-10,0.0295,-8.799,-13.07,9.566,44.9,30.66,10.25
1e-13,1.5e-10,1.9e-05,6.4e-13,2.2e-10,0.0295,-10.67,-11.57,9.26,46.8,31.71,10.32
1e-13,1.5e-10,1.9e-05,6.4e-13,2.4e-10,0.0295,-11.46,-10.3,9.084,46.45,31.26,10.3
1e-13,1.5e-10,1.9e-05,6.4e-13,2.6e-10,0.0295,-12.16,-9.25,8.914,45.7,30.53,10.26
1e-13,1.5e-10,1.9e-05,6.4e-13,2.8e-10,0.0295,-12.75,-8.413,8.753,44.77,29.68,10.25
1e-13,1.5e-10,1.9e-05,6.4e-13,3e-10,0.0295,-13.25,-7.748,8.605,43.8,28.81,10.25
1e-13,1.5e-10,1.9e-05,6.6e-13,2e-10,0.0295,-9.747,-12.9,9.437,46.4,31.58,10.3
1e-13,1.5e-10,1.9e-05,6.6e-13,1e-10,0.0295,-5.435,-3.37,7.919,22.11,13.81,8.527
1e-13,1.5e-10,1.9e-05,6.6e-13,1.2e-10,0.0295,-5.981,-5.597,9.005,30.07,19.8,9.383
1e-13,1.5e-10,1.9e-05,6.6e-13,1.4e-10,0.0295,-6.799,-8.392,9.493,36.83,24.82,9.857
1e-13,1.5e-10,1.9e-05,6.6e-13,1.6e-10,0.0295,-7.766,-11.31,9.624,41.77,28.46,10.12
1e-13,1.5e-10,1.9e-05,6.6e-13,1.8e-10,0.0295,-8.774,-13.12,9.572,44.86,30.61,10.25
1e-13,1.5e-10,1.9e-05,6.6e-13,2.2e-10,0.0295,-10.64,-11.65,9.268,46.8,31.69,10.31
1e-13,1.5e-10,1.9e-05,6.6e-13,2.4e-10,0.0295,-11.44,-10.37,9.092,46.47,31.26,10.29
1e-13,1.5e-10,1.9e-05,6.6e-13,2.6e-10,0.0295,-12.14,-9.302,8.922,45.72,30.53,10.26
1e-13,1.5e-10,1.9e-05,6.6e-13,2.8e-10,0.0295,-12.74,-8.456,8.761,44.8,29.68,10.24
1e-13,1.5e-10,1.9e-05,6.6e-13,3e-10,0.0295,-13.24,-7.784,8.613,43.83,28.82,10.24
1e-13,1.5e-10,1.9e-05,6.8e-13,2e-10,0.0295,-9.724,-12.97,9.443,46.39,31.56,10.3
1e-13,1.5e-10,1.9e-05,6.8e-13,1e-10,0.0295,-5.427,-3.355,7.91,22.03,13.75,8.513
1e-13,1.5e-10,1.9e-05,6.8e-13,1.2e-10,0.0295,-5.967,-5.574,9.001,29.98,19.73,9.372
1e-13,1.5e-10,1.9e-05,6.8e-13,1.4e-10,0.0295,-6.78,-8.367,9.493,36.75,24.75,9.847
1e-13,1.5e-10,1.9e-05,6.8e-13,1.6e-10,0.0295,-7.745,-11.3,9.628,41.71,28.39,10.11
1e-13,1.5e-10,1.9e-05,6.8e-13,1.8e-10,0.0295,-8.751,-13.16,9.577,44.82,30.57,10.24
1e-13,1.5e-10,1.9e-05,6.8e-13,2.2e-10,0.0295,-10.62,-11.72,9.275,46.81,31.68,10.31
1e-13,1.5e-10,1.9e-05,6.8e-13,2.4e-10,0.0295,-11.42,-10.43,9.1,46.48,31.26,10.29
1e-13,1.5e-10,1.9e-05,6.8e-13,2.6e-10,0.0295,-12.12,-9.351,8.929,45.75,30.53,10.25
1e-13,1.5e-10,1.9e-05,6.8e-13,2.8e-10,0.0295,-12.72,-8.497,8.769,44.83,29.69,10.23
1e-13,1.5e-10,1.9e-05,6.8e-13,3e-10,0.0295,-13.23,-7.819,8.62,43.85,28.82,10.23
1e-13,1.5e-10,1.9e-05,7e-13,2e-10,0.0295,-9.703,-13.05,9.45,46.37,31.53,10.29
1e-13,1.5e-10,1.9e-05,7e-13,1e-10,0.0295,-5.418,-3.34,7.9,21.95,13.69,8.501
1e-13,1.5e-10,1.9e-05,7e-13,1.2e-10,0.0295,-5.954,-5.553,8.997,29.9,19.67,9.361
1e-13,1.5e-10,1.9e-05,7e-13,1.4e-10,0.0295,-6.763,-8.345,9.494,36.66,24.67,9.839
1e-13,1.5e-10,1.9e-05,7e-13,1.6e-10,0.0295,-7.724,-11.3,9.632,41.64,28.33,10.1
1e-13,1.5e-10,1.9e-05,7e-13,1.8e-10,0.0295,-8.73,-13.21,9.583,44.78,30.53,10.24
1e-13,1.5e-10,1.9e-05,7e-13,2.2e-10,0.0295,-10.6,-11.79,9.282,46.81,31.67,10.31
1e-13,1.5e-10,1.9e-05,7e-13,2.4e-10,0.0295,-11.41,-10.48,9.107,46.5,31.25,10.29
1e-13,1.5e-10,1.9e-05,7e-13,2.6e-10,0.0295,-12.11,-9.397,8.936,45.77,30.54,10.25
1e-13,1.5e-10,1.9e-05,7e-13,2.8e-10,0.0295,-12.71,-8.535,8.776,44.85,29.69,10.23
1e-13,1.5e-10,1.9e-05,7e-13,3e-10,0.0295,-13.23,-7.851,8.627,43.88,28.83,10.23
1e-13,1.5e-10,2.1e-05,6e-13,2e-10,0.03261,-12.33,-15.82,8.473,44.76,29.91,10.56
1e-13,1.5e-10,2.1e-05,6e-13,1e-10,0.03261,-7.479,-4.223,7.075,23.49,13.63,9.103
1e-13,1.5e-10,2.1e-05,6e-13,1.2e-10,0.03261,-8.156,-7.036,8.057,31.67,20.16,9.755
1e-13,1.5e-10,2.1e-05,6e-13,1.4e-10,0.03261,-9.096,-10.78,8.497,38.25,25.26,10.18
1e-13,1.5e-10,2.1e-05,6e-13,1.6e-10,0.03261,-10.17,-15.27,8.623,42.55,28.49,10.4
1e-13,1.5e-10,2.1e-05,6e-13,1.8e-10,0.03261,-11.26,-17.79,8.586,44.53,29.89,10.49
1e-13,1.5e-10,2.1e-05,6e-13,2.2e-10,0.03261,-13.33,-13.31,8.329,44.0,29.17,10.61
1e-13,1.5e-10,2.1e-05,6e-13,2.4e-10,0.03261,-14.24,-11.47,8.177,43.8,28.15,10.62
1e-13,1.5e-10,2.1e-05,6e-13,2.6e-10,0.03261,-15.08,-10.14,8.028,43.66,27.08,10.62
1e-13,1.5e-10,2.1e-05,6e-13,2.8e-10,0.03261,-15.82,-9.157,7.887,43.27,26.07,10.6
1e-13,1.5e-10,2.1e-05,6e-13,3e-10,0.03261,-16.49,-8.405,7.757,42.73,25.14,10.58
1e-13,1.5e-10,2.1e-05,5e-13,2e-10,0.03261,-12.55,-14.94,8.434,44.76,30.01,10.62
1e-13,1.5e-10,2.1e-05,5e-13,1e-10,0.03261,-7.558,-4.376,7.149,24.11,14.19,9.194
1e-13,1.5e-10,2.1e-05,5e-13,1.2e-10,0.03261,-8.278,-7.276,8.093,32.36,20.78,9.834
1e-13,1.5e-10,2.1e-05,5e-13,1.4e-10,0.03261,-9.257,-11.08,8.502,38.85,25.81,10.25
1e-13,1.5e-10,2.1e-05,5e-13,1.6e-10,0.03261,-10.36,-15.33,8.606,42.93,28.89,10.45
1e-13,1.5e-10,2.1e-05,5e-13,1.8e-10,0.03261,-11.47,-16.99,8.556,44.69,30.11,10.54
1e-13,1.5e-10,2.1e-05,5e-13,2.2e-10,0.03261,-13.54,-12.68,8.285,43.92,29.21,10.66
1e-13,1.5e-10,2.1e-05,5e-13,2.4e-10,0.03261,-14.45,-11.0,8.131,43.96,28.16,10.67
1e-13,1.5e-10,2.1e-05,5e-13,2.6e-10,0.03261,-15.27,-9.778,7.981,43.74,27.08,10.66
1e-13,1.5e-10,2.1e-05,5e-13,2.8e-10,0.03261,-16.01,-8.863,7.84,43.3,26.06,10.64
