C1,W,Lg,Ls,VGS,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
2e-13,2.5e-06,4.22e-09,1e-10,0.5,3163000000,7.55e-05,-9.279,1.767,1.552
2e-13,2.5e-06,4.22e-09,1e-10,0.6333,4440000000,0.00042,-17.95,1.659,6.508
2e-13,2.5e-06,4.22e-09,1e-10,0.7667,4817000000,0.001022,-17.34,1.671,7.564
2e-13,2.5e-06,4.22e-09,1.25e-10,0.9,5586000000,0.001699,-11.86,1.686,6.684
2e-13,2.5e-06,4.22e-09,1.25e-10,0.5,3350000000,7.55e-05,-10.58,1.767,1.108
2e-13,2.5e-06,4.22e-09,1.25e-10,0.6333,4863000000,0.00042,-15.07,1.659,5.697
2e-13,2.5e-06,4.22e-09,1.25e-10,0.7667,5413000000,0.001022,-13.12,1.666,6.594
2e-13,2.5e-06,4.22e-09,1.5e-10,0.9,6177000000,0.001699,-9.75,1.688,5.826
2e-13,2.5e-06,4.22e-09,1.5e-10,0.5,3542000000,7.55e-05,-11.67,1.77,0.6788
2e-13,2.5e-06,4.22e-09,1.5e-10,0.6333,5284000000,0.00042,-12.45,1.661,4.961
2e-13,2.5e-06,4.22e-09,1.5e-10,0.7667,6019000000,0.001022,-10.58,1.663,5.714
2e-13,2.5e-06,4.22e-09,1.75e-10,0.9,6790000000,0.001699,-8.291,1.692,5.035
2e-13,2.5e-06,4.22e-09,1.75e-10,0.5,3704000000,7.55e-05,-12.43,1.774,0.3076
2e-13,2.5e-06,4.22e-09,1.75e-10,0.6333,5726000000,0.00042,-10.57,1.663,4.271
2e-13,2.5e-06,4.22e-09,1.75e-10,0.7667,6642000000,0.001022,-8.89,1.661,4.91
2e-13,2.5e-06,4.22e-09,2e-10,0.9,7419000000,0.001699,-7.221,1.691,4.303
2e-13,2.5e-06,4.22e-09,2e-10,0.5,3820000000,7.55e-05,-13.06,1.764,0.005964
2e-13,2.5e-06,4.22e-09,2e-10,0.6333,6182000000,0.00042,-9.337,1.658,3.622
2e-13,2.5e-06,4.22e-09,2e-10,0.7667,7280000000,0.001022,-7.68,1.659,4.171
2e-13,2.5e-06,4.44e-09,1e-10,0.9,4709000000,0.001699,-14.28,1.682,7.909
2e-13,2.5e-06,4.44e-09,1e-10,0.5,2952000000,7.55e-05,-9.384,1.762,1.828
2e-13,2.5e-06,4.44e-09,1e-10,0.6333,4137000000,0.00042,-16.56,1.66,6.816
2e-13,2.5e-06,4.44e-09,1e-10,0.7667,4619000000,0.001022,-18.43,1.657,7.756
2e-13,2.5e-06,4.44e-09,1.25e-10,0.9,5272000000,0.001699,-11.92,1.686,6.948
2e-13,2.5e-06,4.44e-09,1.25e-10,0.5,3085000000,7.55e-05,-11.46,1.754,1.446
2e-13,2.5e-06,4.44e-09,1.25e-10,0.6333,4548000000,0.00042,-15.74,1.659,5.992
2e-13,2.5e-06,4.44e-09,1.25e-10,0.7667,5197000000,0.001022,-13.31,1.655,6.777
2e-13,2.5e-06,4.44e-09,1.5e-10,0.9,5848000000,0.001699,-9.964,1.685,6.073
2e-13,2.5e-06,4.44e-09,1.5e-10,0.5,3231000000,7.55e-05,-13.93,1.748,1.068
2e-13,2.5e-06,4.44e-09,1.5e-10,0.6333,4981000000,0.00042,-13.39,1.653,5.228
2e-13,2.5e-06,4.44e-09,1.5e-10,0.7667,5792000000,0.001022,-10.64,1.654,5.894
2e-13,2.5e-06,4.44e-09,1.75e-10,0.9,6445000000,0.001699,-8.509,1.68,5.271
2e-13,2.5e-06,4.44e-09,1.75e-10,0.5,3384000000,7.55e-05,-17.02,1.744,0.6943
2e-13,2.5e-06,4.44e-09,1.75e-10,0.6333,5421000000,0.00042,-11.38,1.648,4.517
2e-13,2.5e-06,4.44e-09,1.75e-10,0.7667,6392000000,0.001022,-8.92,1.654,5.089
2e-13,2.5e-06,4.44e-09,2e-10,0.9,7058000000,0.001699,-7.412,1.675,4.532
2e-13,2.5e-06,4.44e-09,2e-10,0.5,3542000000,7.55e-05,-21.14,1.741,0.3258
2e-13,2.5e-06,4.44e-09,2e-10,0.6333,5871000000,0.00042,-9.837,1.645,3.853
2e-13,2.5e-06,4.44e-09,2e-10,0.7667,6944000000,0.001022,-7.703,1.655,4.386
2e-13,2.5e-06,4.67e-09,1e-10,0.9,4469000000,0.001699,-15.89,1.682,8.142
2e-13,2.5e-06,4.67e-09,1e-10,0.5,2849000000,7.55e-05,-9.436,1.746,1.969
2e-13,2.5e-06,4.67e-09,1e-10,0.6333,3919000000,0.00042,-22.09,1.65,7.059
2e-13,2.5e-06,4.67e-09,1e-10,0.7667,4470000000,0.001022,-17.1,1.648,7.911
2e-13,2.5e-06,4.67e-09,1.25e-10,0.9,5023000000,0.001699,-12.57,1.677,7.17
2e-13,2.5e-06,4.67e-09,1.25e-10,0.5,3016000000,7.55e-05,-10.89,1.745,1.535
2e-13,2.5e-06,4.67e-09,1.25e-10,0.6333,4325000000,0.00042,-18.13,1.646,6.215
2e-13,2.5e-06,4.67e-09,1.25e-10,0.7667,5025000000,0.001022,-12.92,1.648,6.935
2e-13,2.5e-06,4.67e-09,1.5e-10,0.9,5581000000,0.001699,-10.28,1.672,6.289
2e-13,2.5e-06,4.67e-09,1.5e-10,0.5,3185000000,7.55e-05,-12.21,1.746,1.114
2e-13,2.5e-06,4.67e-09,1.5e-10,0.6333,4750000000,0.00042,-14.24,1.642,5.438
2e-13,2.5e-06,4.67e-09,1.5e-10,0.7667,5555000000,0.001022,-10.46,1.648,6.084
2e-13,2.5e-06,4.67e-09,1.75e-10,0.9,6155000000,0.001699,-8.699,1.668,5.483
2e-13,2.5e-06,4.67e-09,1.75e-10,0.5,3357000000,7.55e-05,-13.23,1.748,0.7055
2e-13,2.5e-06,4.67e-09,1.75e-10,0.6333,5185000000,0.00042,-11.75,1.639,4.718
2e-13,2.5e-06,4.67e-09,1.75e-10,0.7667,6067000000,0.001022,-8.835,1.65,5.327
2e-13,2.5e-06,4.67e-09,2e-10,0.9,6743000000,0.001699,-7.542,1.665,4.742
2e-13,2.5e-06,4.67e-09,2e-10,0.5,3532000000,7.55e-05,-13.8,1.752,0.3101
2e-13,2.5e-06,4.67e-09,2e-10,0.6333,5625000000,0.00042,-10.04,1.637,4.049
2e-13,2.5e-06,4.67e-09,2e-10,0.7667,6592000000,0.001022,-7.662,1.652,4.623
2e-13,2.5e-06,4.89e-09,1e-10,0.9,4273000000,0.001699,-16.72,1.672,8.347
2e-13,2.5e-06,4.89e-09,1e-10,0.5,2886000000,7.55e-05,-7.538,1.754,1.908
2e-13,2.5e-06,4.89e-09,1e-10,0.6333,3752000000,0.00042,-28.9,1.641,7.256
2e-13,2.5e-06,4.89e-09,1e-10,0.7667,4323000000,0.001022,-15.99,1.641,8.067
2e-13,2.5e-06,4.89e-09,1.25e-10,0.9,4802000000,0.001699,-12.88,1.666,7.373
2e-13,2.5e-06,4.89e-09,1.25e-10,0.5,2968000000,7.55e-05,-8.979,1.758,1.595
2e-13,2.5e-06,4.89e-09,1.25e-10,0.6333,4149000000,0.00042,-19.16,1.637,6.406
2e-13,2.5e-06,4.89e-09,1.25e-10,0.7667,4829000000,0.001022,-12.57,1.642,7.12
2e-13,2.5e-06,4.89e-09,1.5e-10,0.9,5344000000,0.001699,-10.45,1.662,6.491
2e-13,2.5e-06,4.89e-09,1.5e-10,0.5,3060000000,7.55e-05,-10.71,1.75,1.277
2e-13,2.5e-06,4.89e-09,1.5e-10,0.6333,4559000000,0.00042,-14.51,1.634,5.625
2e-13,2.5e-06,4.89e-09,1.5e-10,0.7667,5296000000,0.001022,-10.33,1.643,6.302
2e-13,2.5e-06,4.89e-09,1.75e-10,0.9,5891000000,0.001699,-8.81,1.659,5.686
2e-13,2.5e-06,4.89e-09,1.75e-10,0.5,3161000000,7.55e-05,-12.69,1.74,0.956
2e-13,2.5e-06,4.89e-09,1.75e-10,0.6333,4977000000,0.00042,-11.87,1.632,4.903
2e-13,2.5e-06,4.89e-09,1.75e-10,0.7667,5787000000,0.001022,-8.774,1.645,5.543
2e-13,2.5e-06,4.89e-09,2e-10,0.9,6454000000,0.001699,-7.626,1.657,4.946
2e-13,2.5e-06,4.89e-09,2e-10,0.5,3272000000,7.55e-05,-14.97,1.732,0.6345
2e-13,2.5e-06,4.89e-09,2e-10,0.6333,5401000000,0.00042,-10.11,1.631,4.233
2e-13,2.5e-06,4.89e-09,2e-10,0.7667,6293000000,0.001022,-7.638,1.648,4.837
2e-13,2.5e-06,5.11e-09,1e-10,0.9,4102000000,0.001699,-16.76,1.665,8.537
2e-13,2.5e-06,5.11e-09,1e-10,0.5,2625000000,7.55e-05,-8.745,1.743,2.293
2e-13,2.5e-06,5.11e-09,1e-10,0.6333,3604000000,0.00042,-33.67,1.634,7.44
2e-13,2.5e-06,5.11e-09,1e-10,0.7667,4156000000,0.001022,-15.8,1.635,8.247
2e-13,2.5e-06,5.11e-09,1.25e-10,0.9,4601000000,0.001699,-12.97,1.66,7.568
2e-13,2.5e-06,5.11e-09,1.25e-10,0.5,2728000000,7.55e-05,-10.62,1.735,1.932
2e-13,2.5e-06,5.11e-09,1.25e-10,0.6333,3986000000,0.00042,-19.48,1.63,6.59
2e-13,2.5e-06,5.11e-09,1.25e-10,0.7667,4645000000,0.001022,-12.56,1.635,7.302
2e-13,2.5e-06,5.11e-09,1.5e-10,0.9,5121000000,0.001699,-10.53,1.656,6.689
2e-13,2.5e-06,5.11e-09,1.5e-10,0.5,2839000000,7.55e-05,-12.84,1.728,1.573
2e-13,2.5e-06,5.11e-09,1.5e-10,0.6333,4377000000,0.00042,-14.64,1.628,5.81
2e-13,2.5e-06,5.11e-09,1.5e-10,0.7667,5087000000,0.001022,-10.35,1.636,6.488
2e-13,2.5e-06,5.11e-09,1.75e-10,0.9,5642000000,0.001699,-8.883,1.653,5.887
2e-13,2.5e-06,5.11e-09,1.75e-10,0.5,2959000000,7.55e-05,-15.56,1.722,1.218
2e-13,2.5e-06,5.11e-09,1.75e-10,0.6333,4779000000,0.00042,-11.95,1.626,5.09
2e-13,2.5e-06,5.11e-09,1.75e-10,0.7667,5554000000,0.001022,-8.812,1.638,5.734
2e-13,2.5e-06,5.11e-09,2e-10,0.9,6178000000,0.001699,-7.69,1.65,5.149
2e-13,2.5e-06,5.11e-09,2e-10,0.5,3089000000,7.55e-05,-19.2,1.718,0.8667
2e-13,2.5e-06,5.11e-09,2e-10,0.6333,5184000000,0.00042,-10.17,1.626,4.422
2e-13,2.5e-06,5.11e-09,2e-10,0.7667,6034000000,0.001022,-7.679,1.641,5.032
2e-13,2.5e-06,5.33e-09,1e-10,0.9,3955000000,0.001699,-15.88,1.662,8.71
2e-13,2.5e-06,5.33e-09,1e-10,0.5,2476000000,7.55e-05,-9.397,1.726,2.531
2e-13,2.5e-06,5.33e-09,1e-10,0.6333,3463000000,0.00042,-30.04,1.628,7.622
2e-13,2.5e-06,5.33e-09,1e-10,0.7667,3967000000,0.001022,-16.63,1.628,8.457
2e-13,2.5e-06,5.33e-09,1.25e-10,0.9,4423000000,0.001699,-12.77,1.657,7.751
2e-13,2.5e-06,5.33e-09,1.25e-10,0.5,2588000000,7.55e-05,-11.38,1.721,2.144
2e-13,2.5e-06,5.33e-09,1.25e-10,0.6333,3827000000,0.00042,-19.7,1.625,6.777
2e-13,2.5e-06,5.33e-09,1.25e-10,0.7667,4459000000,0.001022,-12.94,1.628,7.493
2e-13,2.5e-06,5.33e-09,1.5e-10,0.9,4914000000,0.001699,-10.5,1.653,6.88
2e-13,2.5e-06,5.33e-09,1.5e-10,0.5,2708000000,7.55e-05,-13.68,1.716,1.762
2e-13,2.5e-06,5.33e-09,1.5e-10,0.6333,4197000000,0.00042,-14.82,1.623,6.001
2e-13,2.5e-06,5.33e-09,1.5e-10,0.7667,4927000000,0.001022,-10.58,1.629,6.641
2e-13,2.5e-06,5.33e-09,1.75e-10,0.9,5411000000,0.001699,-8.901,1.649,6.084
2e-13,2.5e-06,5.33e-09,1.75e-10,0.5,2835000000,7.55e-05,-16.46,1.713,1.388
2e-13,2.5e-06,5.33e-09,1.75e-10,0.6333,4580000000,0.00042,-12.1,1.621,5.285
2e-13,2.5e-06,5.33e-09,1.75e-10,0.7667,5362000000,0.001022,-8.972,1.63,5.898
2e-13,2.5e-06,5.33e-09,2e-10,0.9,5915000000,0.001699,-7.725,1.645,5.35
2e-13,2.5e-06,5.33e-09,2e-10,0.5,2971000000,7.55e-05,-19.88,1.71,1.022
2e-13,2.5e-06,5.33e-09,2e-10,0.6333,4966000000,0.00042,-10.29,1.619,4.619
2e-13,2.5e-06,5.33e-09,2e-10,0.7667,5817000000,0.001022,-7.8,1.632,5.205
2e-13,2.5e-06,5.56e-09,1e-10,0.9,3843000000,0.001699,-14.01,1.648,8.846
2e-13,2.5e-06,5.56e-09,1e-10,0.5,2379000000,7.55e-05,-9.556,1.716,2.701
2e-13,2.5e-06,5.56e-09,1e-10,0.6333,3335000000,0.00042,-22.77,1.626,7.792
2e-13,2.5e-06,5.56e-09,1e-10,0.7667,3775000000,0.001022,-18.56,1.623,8.685
2e-13,2.5e-06,5.56e-09,1.25e-10,0.9,4281000000,0.001699,-12.08,1.652,7.908
2e-13,2.5e-06,5.56e-09,1.25e-10,0.5,2493000000,7.55e-05,-11.48,1.712,2.302
2e-13,2.5e-06,5.56e-09,1.25e-10,0.6333,3680000000,0.00042,-19.07,1.622,6.958
2e-13,2.5e-06,5.56e-09,1.25e-10,0.7667,4239000000,0.001022,-13.66,1.622,7.722
2e-13,2.5e-06,5.56e-09,1.5e-10,0.9,4736000000,0.001699,-10.23,1.654,7.052
2e-13,2.5e-06,5.56e-09,1.5e-10,0.5,2613000000,7.55e-05,-13.65,1.708,1.911
2e-13,2.5e-06,5.56e-09,1.5e-10,0.6333,4028000000,0.00042,-14.85,1.619,6.191
2e-13,2.5e-06,5.56e-09,1.5e-10,0.7667,4709000000,0.001022,-10.97,1.621,6.853
2e-13,2.5e-06,5.56e-09,1.75e-10,0.9,5206000000,0.001699,-8.791,1.649,6.266
2e-13,2.5e-06,5.56e-09,1.75e-10,0.5,2740000000,7.55e-05,-16.09,1.706,1.529
2e-13,2.5e-06,5.56e-09,1.75e-10,0.6333,4384000000,0.00042,-12.21,1.616,5.481
2e-13,2.5e-06,5.56e-09,1.75e-10,0.7667,5180000000,0.001022,-9.225,1.621,6.061
2e-13,2.5e-06,5.56e-09,2e-10,0.9,5681000000,0.001699,-7.684,1.645,5.54
2e-13,2.5e-06,5.56e-09,2e-10,0.5,2875000000,7.55e-05,-18.64,1.705,1.157
2e-13,2.5e-06,5.56e-09,2e-10,0.6333,4753000000,0.00042,-10.41,1.614,4.82
2e-13,2.5e-06,5.56e-09,2e-10,0.7667,5648000000,0.001022,-7.982,1.622,5.347
2e-13,2.5e-06,5.78e-09,1e-10,0.9,3791000000,0.001699,-13.3,1.634,8.911
2e-13,2.5e-06,5.78e-09,1e-10,0.5,2297000000,7.55e-05,-9.526,1.709,2.85
2e-13,2.5e-06,5.78e-09,1e-10,0.6333,3242000000,0.00042,-16.88,1.628,7.918
2e-13,2.5e-06,5.78e-09,1e-10,0.7667,3603000000,0.001022,-20.15,1.62,8.902
2e-13,2.5e-06,5.78e-09,1.25e-10,0.9,4198000000,0.001699,-11.37,1.636,8.009
2e-13,2.5e-06,5.78e-09,1.25e-10,0.5,2407000000,7.55e-05,-11.42,1.705,2.45
2e-13,2.5e-06,5.78e-09,1.25e-10,0.6333,3563000000,0.00042,-16.51,1.623,7.108
2e-13,2.5e-06,5.78e-09,1.25e-10,0.7667,4036000000,0.001022,-14.26,1.618,7.946
2e-13,2.5e-06,5.78e-09,1.5e-10,0.9,4616000000,0.001699,-9.702,1.639,7.18
2e-13,2.5e-06,5.78e-09,1.5e-10,0.5,2522000000,7.55e-05,-13.53,1.702,2.059
2e-13,2.5e-06,5.78e-09,1.5e-10,0.6333,3888000000,0.00042,-14.12,1.618,6.357
2e-13,2.5e-06,5.78e-09,1.5e-10,0.7667,4480000000,0.001022,-11.32,1.616,7.08
2e-13,2.5e-06,5.78e-09,1.75e-10,0.9,5046000000,0.001699,-8.441,1.642,6.414
2e-13,2.5e-06,5.78e-09,1.75e-10,0.5,2644000000,7.55e-05,-15.87,1.7,1.677
2e-13,2.5e-06,5.78e-09,1.75e-10,0.6333,4218000000,0.00042,-11.99,1.615,5.66
2e-13,2.5e-06,5.78e-09,1.75e-10,0.7667,4930000000,0.001022,-9.461,1.615,6.291
2e-13,2.5e-06,5.78e-09,2e-10,0.9,5492000000,0.001699,-7.489,1.646,5.703
2e-13,2.5e-06,5.78e-09,2e-10,0.5,2772000000,7.55e-05,-18.28,1.698,1.306
2e-13,2.5e-06,5.78e-09,2e-10,0.6333,4559000000,0.00042,-10.36,1.611,5.009
2e-13,2.5e-06,5.78e-09,2e-10,0.7667,5387000000,0.001022,-8.157,1.614,5.564
2e-13,2.5e-06,6e-09,1e-10,0.9,3614000000,0.001699,-16.76,1.625,9.133
2e-13,2.5e-06,6e-09,1e-10,0.5,2224000000,7.55e-05,-9.378,1.704,2.988
2e-13,2.5e-06,6e-09,1e-10,0.6333,3227000000,0.00042,-12.42,1.616,7.949
2e-13,2.5e-06,6e-09,1e-10,0.7667,3484000000,0.001022,-16.98,1.625,9.059
2e-13,2.5e-06,6e-09,1.25e-10,0.9,4063000000,0.001699,-12.96,1.625,8.163
2e-13,2.5e-06,6e-09,1.25e-10,0.5,2326000000,7.55e-05,-11.28,1.7,2.596
2e-13,2.5e-06,6e-09,1.25e-10,0.6333,3505000000,0.00042,-13.02,1.618,7.181
2e-13,2.5e-06,6e-09,1.25e-10,0.7667,3886000000,0.001022,-13.67,1.621,8.124
2e-13,2.5e-06,6e-09,1.5e-10,0.9,4518000000,0.001699,-10.57,1.625,7.29
2e-13,2.5e-06,6e-09,1.5e-10,0.5,2433000000,7.55e-05,-13.46,1.696,2.212
2e-13,2.5e-06,6e-09,1.5e-10,0.6333,3802000000,0.00042,-12.29,1.62,6.463
2e-13,2.5e-06,6e-09,1.5e-10,0.7667,4294000000,0.001022,-11.19,1.617,7.273
2e-13,2.5e-06,6e-09,1.75e-10,0.9,4964000000,0.001699,-8.957,1.626,6.499
2e-13,2.5e-06,6e-09,1.75e-10,0.5,2544000000,7.55e-05,-16.0,1.693,1.838
2e-13,2.5e-06,6e-09,1.75e-10,0.6333,4107000000,0.00042,-11.09,1.619,5.789
2e-13,2.5e-06,6e-09,1.75e-10,0.7667,4718000000,0.001022,-9.459,1.614,6.494
2e-13,2.5e-06,6e-09,2e-10,0.9,5370000000,0.001699,-7.785,1.628,5.814
2e-13,2.5e-06,6e-09,2e-10,0.5,2662000000,7.55e-05,-18.93,1.691,1.472
2e-13,2.5e-06,6e-09,2e-10,0.6333,4419000000,0.00042,-9.901,1.614,5.157
2e-13,2.5e-06,6e-09,2e-10,0.7667,5153000000,0.001022,-8.195,1.611,5.775
2e-13,2.61e-06,5.2e-09,1e-10,0.9,4100000000,0.001773,-18.03,1.67,8.724
2e-13,2.61e-06,5.2e-09,1e-10,0.5,2686000000,7.88e-05,-8.564,1.753,2.356
2e-13,2.61e-06,5.2e-09,1e-10,0.6333,3693000000,0.0004381,-16.73,1.649,7.5
2e-13,2.61e-06,5.2e-09,1e-10,0.7667,4016000000,0.001065,-14.96,1.661,8.574
2e-13,2.61e-06,5.2e-09,1.25e-10,0.9,4615000000,0.001773,-13.2,1.668,7.746
2e-13,2.61e-06,5.2e-09,1.25e-10,0.5,2843000000,7.88e-05,-9.622,1.754,1.923
2e-13,2.61e-06,5.2e-09,1.25e-10,0.6333,4096000000,0.0004381,-14.9,1.649,6.652
2e-13,2.61e-06,5.2e-09,1.25e-10,0.7667,4472000000,0.001065,-12.7,1.664,7.645
2e-13,2.61e-06,5.2e-09,1.5e-10,0.9,5133000000,0.001773,-10.6,1.667,6.865
2e-13,2.61e-06,5.2e-09,1.5e-10,0.5,2999000000,7.88e-05,-10.51,1.756,1.506
2e-13,2.61e-06,5.2e-09,1.5e-10,0.6333,4426000000,0.0004381,-12.64,1.65,5.951
2e-13,2.61e-06,5.2e-09,1.5e-10,0.7667,4951000000,0.001065,-10.65,1.661,6.798
2e-13,2.61e-06,5.2e-09,1.75e-10,0.9,5665000000,0.001773,-8.915,1.667,6.063
2e-13,2.61e-06,5.2e-09,1.75e-10,0.5,3141000000,7.88e-05,-11.16,1.76,1.126
2e-13,2.61e-06,5.2e-09,1.75e-10,0.6333,4765000000,0.0004381,-10.84,1.651,5.29
2e-13,2.61e-06,5.2e-09,1.75e-10,0.7667,5436000000,0.001065,-9.097,1.657,6.02
2e-13,2.61e-06,5.2e-09,2e-10,0.9,6180000000,0.001773,-7.715,1.668,5.345
2e-13,2.61e-06,5.2e-09,2e-10,0.5,3224000000,7.88e-05,-11.53,1.763,0.844
2e-13,2.61e-06,5.2e-09,2e-10,0.6333,5118000000,0.0004381,-9.477,1.653,4.666
2e-13,2.61e-06,5.2e-09,2e-10,0.7667,5928000000,0.001065,-7.926,1.653,5.301
2e-13,2.61e-06,4e-09,1e-10,0.9,5231000000,0.001773,-17.12,1.715,7.606
2e-13,2.61e-06,4e-09,1e-10,0.5,0,7.88e-05,-10.06,1.799,1.593
2e-13,2.61e-06,4e-09,1e-10,0.6333,4574000000,0.0004381,-29.47,1.687,6.539
2e-13,2.61e-06,4e-09,1e-10,0.7667,5132000000,0.001065,-14.44,1.697,7.455
2e-13,2.61e-06,4e-09,1.25e-10,0.9,5908000000,0.001773,-12.57,1.713,6.61
2e-13,2.61e-06,4e-09,1.25e-10,0.5,0,7.88e-05,-12.16,1.793,1.187
2e-13,2.61e-06,4e-09,1.25e-10,0.6333,5080000000,0.0004381,-17.88,1.684,5.674
2e-13,2.61e-06,4e-09,1.25e-10,0.7667,5733000000,0.001065,-12.14,1.7,6.51
2e-13,2.61e-06,4e-09,1.5e-10,0.9,6593000000,0.001773,-10.11,1.712,5.713
2e-13,2.61e-06,4e-09,1.5e-10,0.5,0,7.88e-05,-14.54,1.79,0.7876
2e-13,2.61e-06,4e-09,1.5e-10,0.6333,5599000000,0.0004381,-13.69,1.683,4.88
2e-13,2.61e-06,4e-09,1.5e-10,0.7667,6356000000,0.001065,-10.16,1.699,5.647
2e-13,2.61e-06,4e-09,1.75e-10,0.9,7234000000,0.001773,-8.502,1.713,4.932
2e-13,2.61e-06,4e-09,1.75e-10,0.5,0,7.88e-05,-17.11,1.788,0.395
2e-13,2.61e-06,4e-09,1.75e-10,0.6333,6129000000,0.0004381,-11.26,1.682,4.149
2e-13,2.61e-06,4e-09,1.75e-10,0.7667,7001000000,0.001065,-8.675,1.694,4.855
2e-13,2.61e-06,4e-09,2e-10,0.9,7886000000,0.001773,-7.355,1.715,4.214
2e-13,2.61e-06,4e-09,2e-10,0.5,0,7.88e-05,-19.34,1.788,0.01017
2e-13,2.61e-06,4e-09,2e-10,0.6333,6600000000,0.0004381,-9.624,1.683,3.511
2e-13,2.61e-06,4e-09,2e-10,0.7667,7661000000,0.001065,-7.553,1.69,4.123
2e-13,2.61e-06,4.22e-09,1e-10,0.9,5027000000,0.001773,-14.86,1.705,7.789
2e-13,2.61e-06,4.22e-09,1e-10,0.5,3239000000,7.88e-05,-8.231,1.805,1.598
2e-13,2.61e-06,4.22e-09,1e-10,0.6333,4446000000,0.0004381,-16.36,1.681,6.672
2e-13,2.61e-06,4.22e-09,1e-10,0.7667,4843000000,0.001065,-17.78,1.69,7.714
2e-13,2.61e-06,4.22e-09,1.25e-10,0.9,5599000000,0.001773,-11.77,1.707,6.852
2e-13,2.61e-06,4.22e-09,1.25e-10,0.5,3347000000,7.88e-05,-10.01,1.801,1.265
2e-13,2.61e-06,4.22e-09,1.25e-10,0.6333,4855000000,0.0004381,-14.27,1.682,5.878
2e-13,2.61e-06,4.22e-09,1.25e-10,0.7667,5443000000,0.001065,-13.24,1.686,6.746
2e-13,2.61e-06,4.22e-09,1.5e-10,0.9,6194000000,0.001773,-9.723,1.71,5.994
2e-13,2.61e-06,4.22e-09,1.5e-10,0.5,3469000000,7.88e-05,-12.08,1.791,0.9278
2e-13,2.61e-06,4.22e-09,1.5e-10,0.6333,5287000000,0.0004381,-12.21,1.684,5.137
2e-13,2.61e-06,4.22e-09,1.5e-10,0.7667,6056000000,0.001065,-10.64,1.683,5.869
2e-13,2.61e-06,4.22e-09,1.75e-10,0.9,6814000000,0.001773,-8.29,1.714,5.204
2e-13,2.61e-06,4.22e-09,1.75e-10,0.5,3605000000,7.88e-05,-14.57,1.782,0.5892
2e-13,2.61e-06,4.22e-09,1.75e-10,0.6333,5735000000,0.0004381,-10.77,1.682,4.442
2e-13,2.61e-06,4.22e-09,1.75e-10,0.7667,6681000000,0.001065,-8.931,1.681,5.067
2e-13,2.61e-06,4.22e-09,2e-10,0.9,7447000000,0.001773,-7.245,1.711,4.473
2e-13,2.61e-06,4.22e-09,2e-10,0.5,3749000000,7.88e-05,-17.72,1.775,0.2507
2e-13,2.61e-06,4.22e-09,2e-10,0.6333,6198000000,0.0004381,-9.497,1.676,3.79
2e-13,2.61e-06,4.22e-09,2e-10,0.7667,7323000000,0.001065,-7.714,1.68,4.33
2e-13,2.61e-06,4.44e-09,1e-10,0.9,4730000000,0.001773,-14.42,1.703,8.064
2e-13,2.61e-06,4.44e-09,1e-10,0.5,2945000000,7.88e-05,-9.99,1.777,1.981
2e-13,2.61e-06,4.44e-09,1e-10,0.6333,4145000000,0.0004381,-17.7,1.682,6.978
2e-13,2.61e-06,4.44e-09,1e-10,0.7667,4650000000,0.001065,-18.39,1.677,7.901
2e-13,2.61e-06,4.44e-09,1.25e-10,0.9,5295000000,0.001773,-12.0,1.706,7.107
2e-13,2.61e-06,4.44e-09,1.25e-10,0.5,3107000000,7.88e-05,-11.92,1.773,1.568
2e-13,2.61e-06,4.44e-09,1.25e-10,0.6333,4563000000,0.0004381,-16.36,1.677,6.151
2e-13,2.61e-06,4.44e-09,1.25e-10,0.7667,5230000000,0.001065,-13.32,1.675,6.928
2e-13,2.61e-06,4.44e-09,1.5e-10,0.9,5873000000,0.001773,-10.02,1.706,6.236
2e-13,2.61e-06,4.44e-09,1.5e-10,0.5,3273000000,7.88e-05,-13.98,1.771,1.163
2e-13,2.61e-06,4.44e-09,1.5e-10,0.6333,5002000000,0.0004381,-13.64,1.672,5.387
2e-13,2.61e-06,4.44e-09,1.5e-10,0.7667,5827000000,0.001065,-10.66,1.674,6.049
2e-13,2.61e-06,4.44e-09,1.75e-10,0.9,6473000000,0.001773,-8.552,1.7,5.437
2e-13,2.61e-06,4.44e-09,1.75e-10,0.5,3443000000,7.88e-05,-16.0,1.77,0.7685
2e-13,2.61e-06,4.44e-09,1.75e-10,0.6333,5447000000,0.0004381,-11.5,1.668,4.676
2e-13,2.61e-06,4.44e-09,1.75e-10,0.7667,6417000000,0.001065,-8.948,1.674,5.255
2e-13,2.61e-06,4.44e-09,2e-10,0.9,7088000000,0.001773,-7.449,1.696,4.701
2e-13,2.61e-06,4.44e-09,2e-10,0.5,3618000000,7.88e-05,-17.54,1.77,0.3833
2e-13,2.61e-06,4.44e-09,2e-10,0.6333,5900000000,0.0004381,-9.911,1.664,4.013
2e-13,2.61e-06,4.44e-09,2e-10,0.7667,6966000000,0.001065,-7.733,1.675,4.559
2e-13,2.61e-06,4.67e-09,1e-10,0.9,4495000000,0.001773,-15.77,1.701,8.293
2e-13,2.61e-06,4.67e-09,1e-10,0.5,2994000000,7.88e-05,-8.487,1.776,1.914
2e-13,2.61e-06,4.67e-09,1e-10,0.6333,3940000000,0.0004381,-23.15,1.67,7.207
2e-13,2.61e-06,4.67e-09,1e-10,0.7667,4494000000,0.001065,-17.23,1.668,8.063
